ID,API_NUMBER,LATITUDE,LONGITUDE,SURF_ELEV_ft,TOP,BOTTOM,FORMATION_SHORT,LITHOLOGY,COLOR,CONSISTENCY,MOD1,MOD2,INTERPRETED,COMPLETED,TOP_ELEV_ft,BOT_ELEV_ft
100,121632964800.0,38.469562,-90.1643840002,623.585022,0.0,22.0,"silty clay, brown",CLAY,BROWN,,SILTY,,CLAY,-1.0,623.585022,601.585022
101,121632933199.99995,38.473212,-90.1643439997,627.6989746,0.0,18.0,silty clay overburden,,,,,,,,627.6989746,609.6989746
102,121632933300.00002,38.4677649999,-90.1667550002,619.4630127,0.0,25.0,overburden clay & boulders,,,,,,,,619.4630127,594.4630127
103,121630329699.99998,38.4677539998,-90.1644059997,620.2910156,0.0,32.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,620.2910156,588.2910156
104,121632722499.99997,38.4659679997,-90.16912000030001,639.9039917,0.0,51.0,overdrift,DRIFT,,,,,GENERIC,1.0,639.9039917,588.9039917
105,121632590799.99998,38.469572999499995,-90.1667370003,627.5819702,0.0,24.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,627.5819702,603.5819702
106,121632590899.99998,38.469562,-90.1643840002,623.585022,0.0,29.0,clay,CLAY,,,,,CLAY,1.0,623.585022,594.585022
107,121630294300.00002,38.4677649999,-90.1667550002,619.4630127,0.0,20.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,619.4630127,599.4630127
108,121632735100.00002,38.473197999899995,-90.16204399959999,612.6480102999999,0.0,23.0,overdrift,DRIFT,,,,,GENERIC,1.0,612.6480102999999,589.6480102999999
109,121633067899.99998,38.4695139998,-90.1553609999,581.8309937000001,0.0,54.0,brown & red soft clay,,,,,,,,581.8309937000001,527.8309937000001
110,121632940100.00002,38.4731610004,-90.15540600000001,606.2160034,0.0,18.0,overdrift,DRIFT,,,,,GENERIC,1.0,606.2160034,588.2160034
111,121632489600.0,38.4677149997,-90.15762500020003,611.1459961,0.0,58.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,611.1459961,553.1459961
112,121632489699.99997,38.4695260003,-90.15760299959999,615.4089966,0.0,59.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,615.4089966,556.4089966
113,121632933099.99997,38.4713460002,-90.15761599940001,602.3380127,0.0,50.0,overdrift,DRIFT,,,,,GENERIC,1.0,602.3380127,552.3380127
114,121632961699.99998,38.4658689998,-90.1531479996,626.2030029,0.0,48.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,626.2030029,578.2030029
115,121632927200.00002,38.4640549996,-90.15316299969999,605.9910278,0.0,28.0,overdrift,DRIFT,,,,,GENERIC,1.0,605.9910278,577.9910278
116,121632635299.99997,38.4740949999,-90.1586810005,593.7550049,0.0,56.0,overburden,DRIFT,,,,,GENERIC,1.0,593.7550049,537.7550049
117,121632635599.99998,38.4645330003,-90.1540210003,624.9429932,0.0,20.0,overburden,DRIFT,,,,,GENERIC,1.0,624.9429932,604.9429932
118,121632635700.00003,38.4677000004,-90.1553809999,611.0479736000001,0.0,42.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,611.0479736000001,569.0479736000001
119,121632716199.99998,38.4677000004,-90.1553809999,611.0479736000001,0.0,48.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,611.0479736000001,563.0479736000001
120,121632655499.99997,38.4740949999,-90.1586810005,593.7550049,0.0,29.0,overdrift,DRIFT,,,,,GENERIC,1.0,593.7550049,564.7550049
121,121632659000.0,38.4667539999,-90.14977400040001,619.0380249,0.0,50.0,overdrift,DRIFT,,,,,GENERIC,1.0,619.0380249,569.0380249
122,121630369299.99997,38.4641809997,-90.1503799998,633.7009887999999,0.0,51.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,633.7009887999999,582.7009887999999
123,121630369400.0,38.4640190002,-90.148665,634.0759887999999,0.0,38.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,634.0759887999999,596.0759887999999
124,121632661800.00002,38.4695379996,-90.1598430004,613.1859741000001,0.0,41.0,overdrift,DRIFT,,,,,GENERIC,1.0,613.1859741000001,572.1859741000001
125,121632666599.99998,38.465854,-90.15090400010003,618.0999756,0.0,30.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,618.0999756,588.0999756
126,121632670800.00002,38.4676850002,-90.1531369997,610.0999756,0.0,44.0,drift,GENERIC,,,,,GENERIC,1.0,610.0999756,566.0999756
127,121632671400.0,38.4667539999,-90.14977400040001,619.0380249,0.0,49.0,overdrift,DRIFT,,,,,GENERIC,1.0,619.0380249,570.0380249
128,121632694200.0,38.4686130002,-90.1564919999,598.9000244,0.0,44.0,overdrift,DRIFT,,,,,GENERIC,1.0,598.9000244,554.9000244
129,121632694299.99998,38.4677000004,-90.1553809999,611.0479736000001,0.0,82.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,611.0479736000001,529.0479736000001
130,121632754400.00002,38.4677149997,-90.15762500020003,611.1459961,0.0,57.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,611.1459961,554.1459961
131,121632761799.99998,38.4676549996,-90.14864799989999,613.9320068,0.0,46.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,613.9320068,567.9320068
132,121632792200.0,38.4676549996,-90.14864799989999,613.9320068,0.0,64.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,613.9320068,549.9320068
133,121633066200.00002,38.4647569997,-90.1324340002,631.3250122000001,0.0,6.0,"silty clay loam diamicton, orange-brown, calcareous, with gray joints (samples) This till has the color and texture of Omphghent till in the Metro East area, but could this really be Illinoian till that has incorporated significant shale and residuum?",,,,,,,,631.3250122000001,625.3250122000001
134,121633066300.00003,38.463873,-90.13474500049999,600.7030029,0.0,2.0,weathered silt (Sangamon Geosol ?); possible merges with weak modern soil along steep slope,,,,,,,,600.7030029,598.7030029
135,121633067099.99997,38.4670389998,-90.13414699959999,611.401001,0.0,15.0,leached brown loess (Peoria and Roxana Silts),,,,,,,,611.401001,596.401001
136,121632486199.99998,38.4651919999,-90.14423000010001,607.4199829,0.0,45.0,overburden,DRIFT,,,,,GENERIC,1.0,607.4199829,562.4199829
137,121633132300.00002,38.472233,-90.14474199989999,602.3020019999999,0.0,18.0,brown silty clay,CLAY,BROWN,,SILTY,,CLAY,-1.0,602.3020019999999,584.3020019999999
138,121632959000.00002,38.4676399999,-90.14640400020001,620.7689819,0.0,46.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,620.7689819,574.7689819
139,121633051900.00002,38.4676420004,-90.1464009999,620.7609863,0.0,27.0,brown & red clay,CLAY,RED,,,,CLAY,-1.0,620.7609863,593.7609863
140,121633005600.0,38.4694600003,-90.1463999998,614.6890258999999,0.0,54.0,red & brown clay,CLAY,RED,,,,CLAY,-1.0,614.6890258999999,560.6890258999999
141,121630367699.99995,38.464754,-90.1335650001,576.5540161,0.0,21.0,clay overburden,CLAY,,,,,CLAY,-1.0,576.5540161,555.5540161
142,121632486000.00002,38.4696160003,-90.1224160001,608.3330078,0.0,40.0,over,UNKNOWN,,,,,UNKNOWN,1.0,608.3330078,568.3330078
143,121632486100.00002,38.470247999899996,-90.1265370003,595.4050292999999,0.0,26.0,over,UNKNOWN,,,,,UNKNOWN,1.0,595.4050292999999,569.4050292999999
144,121632927100.00002,38.4703499997,-90.1201249995,603.1760254,0.0,25.0,silty clay brown,CLAY,BROWN,,SILTY,,CLAY,-1.0,603.1760254,578.1760254
145,121632721799.99998,38.4691440001,-90.1228150005,606.7290039,0.0,28.0,overdrift,DRIFT,,,,,GENERIC,1.0,606.7290039,578.7290039
146,121632724300.00003,38.46856,-90.12268799959999,611.4949951,0.0,35.0,overdrift,DRIFT,,,,,GENERIC,1.0,611.4949951,576.4949951
147,121632648699.99997,38.4650079998,-90.1315439997,619.59198,0.0,26.0,over,UNKNOWN,,,,,UNKNOWN,1.0,619.59198,593.59198
148,121632585500.00005,38.4748930003,-90.1262660003,607.5609741000001,0.0,19.0,over,UNKNOWN,,,,,UNKNOWN,1.0,607.5609741000001,588.5609741000001
149,121632666200.0,38.4647410003,-90.1216329999,620.8560181,0.0,27.0,drift,GENERIC,,,,,GENERIC,1.0,620.8560181,593.8560181
150,121632690100.00002,38.468501000100005,-90.1181400003,601.5859985000001,0.0,80.0,gray clay,CLAY,GRAY,,,,CLAY,1.0,601.5859985000001,521.5859985000001
151,121632734600.0,38.46856,-90.12268799959999,611.4949951,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,611.4949951,610.4949951
152,121632761700.00002,38.4677249996,-90.1232779998,616.8950195,0.0,30.0,overdrift,DRIFT,,,,,GENERIC,1.0,616.8950195,586.8950195
153,121630139199.99998,38.472195999899995,-90.10432400049999,600.4799805,1134.0,1150.0,shale muddy,BEDROCK,,,SHALE,MUDDY,BEDROCK,-1.0,-533.5200195,-549.5200195
154,121632486499.99998,38.4683920002,-90.10900800040001,553.8729857999999,0.0,40.0,overburden,DRIFT,,,,,GENERIC,1.0,553.8729857999999,513.8729857999999
155,121632721700.00002,38.4684719999,-90.1158639996,591.9979857999999,0.0,1.0,brown topsoil,SOIL,BROWN,,,,SOIL,-1.0,591.9979857999999,590.9979857999999
156,121632674700.00002,38.4728910002,-90.1052440005,597.9840088,0.0,74.0,overburden,DRIFT,,,,,GENERIC,1.0,597.9840088,523.9840088
157,121632406000.00002,38.4639780002,-90.1105969997,604.0460205,0.0,45.0,overburden,DRIFT,,,,,GENERIC,1.0,604.0460205,559.0460205
158,121632932099.99995,38.474662000100004,-90.09359499959999,591.8640137,0.0,42.0,overdrift,DRIFT,,,,,GENERIC,1.0,591.8640137,549.8640137
159,121632932200.00002,38.4729309999,-90.09280100059999,589.0809937000001,0.0,42.0,overdrift,DRIFT,,,,,GENERIC,1.0,589.0809937000001,547.0809937000001
160,121632961499.99998,38.4691999998,-90.0906049999,597.9569702,0.0,30.0,overdrift,DRIFT,,,,,GENERIC,1.0,597.9569702,567.9569702
161,121633034300.00002,38.4701169996,-90.0948849996,597.7260132,0.0,23.0,brown & red clay,CLAY,RED,,,,CLAY,-1.0,597.7260132,574.7260132
162,121632590600.00005,38.4704400002,-90.09265699950001,600.2280272999999,0.0,44.0,over,UNKNOWN,,,,,UNKNOWN,1.0,600.2280272999999,556.2280272999999
163,121632689600.00002,38.470129,-90.09027699990001,598.940979,0.0,292.0,no record,UNKNOWN,,,,,UNKNOWN,1.0,598.940979,306.94097899999997
164,121632689800.0,38.473958999699995,-90.09026299979999,599.1790161,0.0,25.0,firm-soft brown & tan silty clay,,,,,,,,599.1790161,574.1790161
165,121630310200.0,38.4720039996,-90.09071799940003,585.1550292999999,0.0,35.0,yellow clay,CLAY,YELLOW,,,,CLAY,1.0,585.1550292999999,550.1550292999999
166,121632412800.0,38.464326999899995,-90.1018949998,599.6610107000001,0.0,80.0,clay & rock,CLAY AND STONE,,,STONE,,BEDROCK AND OTHER,-1.0,599.6610107000001,519.6610107000001
167,121633101499.99997,38.4717750003,-90.08342100040001,594.6870117000001,0.0,21.0,"brown, red & light gray clay",,,,,,,,594.6870117000001,573.6870117000001
168,121630033200.00002,38.4738820002,-90.08568699959999,606.0050049,0.0,20.0,surface,SOIL,,,,,SOIL,1.0,606.0050049,586.0050049
